query_id,source,p_at_10_RAG,r_at_10_RAG,mrr_at_10_RAG,ndcg_at_10_RAG,p_at_10_GraphRAG,r_at_10_GraphRAG,mrr_at_10_GraphRAG,ndcg_at_10_GraphRAG,delta_p_at_10,delta_r_at_10,delta_mrr_at_10,delta_ndcg_at_10,comparacao,p_at_10_Hibrido,r_at_10_Hibrido,mrr_at_10_Hibrido,ndcg_at_10_Hibrido
130,LLM,0.4,0.4,1.0,0.6832229730609226,0.5,0.5,1.0,0.5086251709508762,0.09999999999999998,0.09999999999999998,0.0,-0.17459780211004639,RAG -> GraphRAG,,,,
131,LLM,0.3,0.3,1.0,0.5489273541685502,0.2,0.2,1.0,0.53362847997678,-0.09999999999999998,-0.09999999999999998,0.0,-0.015298874191770229,RAG -> GraphRAG,,,,
132,LLM,0.2,0.2222222222222222,1.0,0.5925454220768419,0.3,0.3333333333333333,0.5,0.4957971859809088,0.09999999999999998,0.1111111111111111,-0.5,-0.09674823609593308,RAG -> GraphRAG,,,,
133,LLM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAG -> GraphRAG,,,,
134,LLM,0.4,0.3333333333333333,0.25,0.2890735375633491,0.4,0.3333333333333333,1.0,0.4517013942763547,0.0,0.0,0.75,0.16262785671300561,RAG -> GraphRAG,,,,
135,LLM,0.4,0.3333333333333333,1.0,0.509126868146119,0.4,0.3333333333333333,1.0,0.5203071469456637,0.0,0.0,0.0,0.011180278799544752,RAG -> GraphRAG,,,,
136,LLM,0.1,0.0909090909090909,0.2,0.0432248346414597,0.0,0.0,0.0,0.0,-0.1,-0.0909090909090909,-0.2,-0.0432248346414597,RAG -> GraphRAG,,,,
137,LLM,0.2,0.1818181818181818,1.0,0.5006148650802373,0.2,0.1818181818181818,0.5,0.3396780529059424,0.0,0.0,-0.5,-0.16093681217429495,RAG -> GraphRAG,,,,
138,LLM,0.3,0.25,1.0,0.4035015715464803,0.4,0.3333333333333333,1.0,0.5326208815196265,0.10000000000000003,0.08333333333333331,0.0,0.1291193099731462,RAG -> GraphRAG,,,,
139,LLM,0.3,0.3,0.3333333333333333,0.2954575170300125,0.4,0.4,0.5,0.3720414094712752,0.10000000000000003,0.10000000000000003,0.16666666666666669,0.07658389244126268,RAG -> GraphRAG,,,,
140,LLM,0.2,0.1666666666666666,1.0,0.5611931608107448,0.2,0.1666666666666666,1.0,0.5611931608107448,0.0,0.0,0.0,0.0,RAG -> GraphRAG,,,,
141,LLM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAG -> GraphRAG,,,,
142,LLM,0.2,0.3333333333333333,1.0,0.8102420089100565,0.2,0.3333333333333333,1.0,0.8102420089100565,0.0,0.0,0.0,0.0,RAG -> GraphRAG,,,,
143,LLM,0.3,0.2727272727272727,1.0,0.5702190054338128,0.5,0.4545454545454545,1.0,0.6761249993747668,0.2,0.18181818181818177,0.0,0.10590599394095401,RAG -> GraphRAG,,,,
144,LLM,0.2,0.1538461538461538,0.25,0.2039881078747246,0.1,0.0769230769230769,0.1111111111111111,0.0780376257675457,-0.1,-0.0769230769230769,-0.1388888888888889,-0.1259504821071789,RAG -> GraphRAG,,,,
145,LLM,0.8,0.7272727272727273,1.0,0.8824619776713568,0.9,0.8181818181818182,1.0,0.910158287507954,0.09999999999999998,0.09090909090909094,0.0,0.02769630983659721,RAG -> GraphRAG,,,,
146,LLM,0.1,0.0833333333333333,0.1111111111111111,0.0512226464723166,0.1,0.0833333333333333,0.2,0.065826080016016,0.0,0.0,0.0888888888888889,0.014603433543699404,RAG -> GraphRAG,,,,
147,LLM,0.1,0.0714285714285714,0.5,0.2684727757367675,0.1,0.0714285714285714,0.25,0.1832611797687642,0.0,0.0,-0.25,-0.08521159596800329,RAG -> GraphRAG,,,,
148,LLM,0.4,0.3076923076923077,0.3333333333333333,0.3000587366766396,0.6,0.4615384615384615,0.5,0.4600680526017979,0.19999999999999996,0.1538461538461538,0.16666666666666669,0.16000931592515827,RAG -> GraphRAG,,,,
149,LLM,0.5,0.4166666666666667,1.0,0.5572490630684727,0.4,0.3333333333333333,1.0,0.6704672946962369,-0.09999999999999998,-0.08333333333333337,0.0,0.11321823162776423,RAG -> GraphRAG,,,,
150,LLM,0.5,0.4545454545454545,0.25,0.39599795284692,0.6,0.5454545454545454,0.3333333333333333,0.4422176628127554,0.09999999999999998,0.09090909090909094,0.08333333333333331,0.046219709965835354,RAG -> GraphRAG,,,,
1,search log,0.2,0.1333333333333333,0.3333333333333333,0.1794771050858173,,,,,0.0,0.0,0.6666666666666667,0.11397858331162289,RAG -> Hibrido,0.2,0.1333333333333333,1.0,0.2934556883974402
2,search log,0.2,0.2857142857142857,1.0,0.2141465328871384,,,,,0.0,0.0,0.0,0.007354127658983911,RAG -> Hibrido,0.2,0.2857142857142857,1.0,0.2215006605461223
3,search log,0.1,0.0666666666666666,1.0,0.1064483705933263,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.1,0.0666666666666666,1.0,0.1064483705933263
4,search log,0.3,0.2307692307692307,0.5,0.3183395489593718,,,,,0.10000000000000003,0.07692307692307701,0.5,0.13352529200657093,RAG -> Hibrido,0.4,0.3076923076923077,1.0,0.4518648409659427
5,search log,0.2,0.1538461538461538,0.3333333333333333,0.1763001066034291,,,,,0.0,0.0,0.6666666666666667,0.11715558179401109,RAG -> Hibrido,0.2,0.1538461538461538,1.0,0.2934556883974402
6,search log,0.1,0.0714285714285714,0.3333333333333333,0.11004588314904,,,,,0.0,0.0,0.6666666666666667,0.11004588314904011,RAG -> Hibrido,0.1,0.0714285714285714,1.0,0.2200917662980801
7,search log,0.4,0.3636363636363636,0.25,0.3195496275649209,,,,,-0.10000000000000003,-0.09090909090909088,0.0,-0.085143117641621,RAG -> Hibrido,0.3,0.2727272727272727,0.25,0.2344065099232999
8,search log,0.1,0.0769230769230769,0.1111111111111111,0.0715653988915403,,,,,0.0,0.0,0.013888888888888895,0.003431678039762298,RAG -> Hibrido,0.1,0.0769230769230769,0.125,0.0749970769313026
9,search log,0.1,0.0714285714285714,0.1,0.0687208580504547,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.1,0.0714285714285714,0.1,0.0687208580504547
10,search log,0.2,0.2,1.0,0.3425925097329886,,,,,0.0,0.0,0.0,0.029903701916511594,RAG -> Hibrido,0.2,0.2,1.0,0.3724962116495002
11,search log,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
12,search log,0.1,0.0714285714285714,0.125,0.0749970769313026,,,,,0.0,0.0,-0.013888888888888895,-0.003431678039762298,RAG -> Hibrido,0.1,0.0714285714285714,0.1111111111111111,0.0715653988915403
13,search log,0.1,0.0714285714285714,1.0,0.2200917662980801,,,,,0.0,0.0,-0.5,-0.0812293224245256,RAG -> Hibrido,0.1,0.0714285714285714,0.5,0.1388624438735545
14,search log,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
15,search log,0.1,0.0833333333333333,0.125,0.0924841725303157,,,,,0.0,0.0,0.017857142857142794,0.005238457716868303,RAG -> Hibrido,0.1,0.0833333333333333,0.1428571428571428,0.097722630247184
16,search log,0.2,0.1666666666666666,0.25,0.1496662670577146,,,,,0.0,0.0,0.08333333333333331,0.022555295635625888,RAG -> Hibrido,0.2,0.1666666666666666,0.3333333333333333,0.1722215626933405
17,search log,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
18,search log,0.2,0.1538461538461538,0.5,0.3112288831828396,,,,,0.0,0.0,0.0,-0.0337763655918924,RAG -> Hibrido,0.2,0.1538461538461538,0.5,0.2774525175909472
19,search log,0.1,0.0833333333333333,0.5,0.1388624438735545,,,,,0.1,0.0833333333333333,0.5,0.1448501106234773,RAG -> Hibrido,0.2,0.1666666666666666,1.0,0.2837125544970318
20,search log,0.3,0.2307692307692307,1.0,0.6810996824258109,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.3,0.2307692307692307,1.0,0.6810996824258109
21,search log,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
22,search log,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
23,search log,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
24,search log,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
25,search log,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
26,search log,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
27,search log,0.3,0.2727272727272727,0.1428571428571428,0.2090493674905263,,,,,0.10000000000000003,0.09090909090909088,0.19047619047619052,0.12312434359844651,RAG -> Hibrido,0.4,0.3636363636363636,0.3333333333333333,0.3321737110889728
28,search log,0.2,0.1818181818181818,0.5,0.1806407520095203,,,,,0.09999999999999998,0.09090909090909091,0.0,0.15322273104586492,RAG -> Hibrido,0.3,0.2727272727272727,0.5,0.3338634830553852
29,search log,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
30,search log,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
31,search log,0.2,0.1538461538461538,0.5,0.2527963555042372,,,,,0.0,0.0,-0.16666666666666669,-0.03252027083635728,RAG -> Hibrido,0.2,0.1538461538461538,0.3333333333333333,0.2202760846678799
32,search log,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
33,search log,0.3,0.25,0.5,0.3566630836808567,,,,,0.0,0.0,0.5,0.1300306312129731,RAG -> Hibrido,0.3,0.25,1.0,0.4866937148938298
34,search log,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
35,search log,0.3,0.2727272727272727,1.0,0.3836331529183764,,,,,0.0,0.0,0.0,-0.020746242584158914,RAG -> Hibrido,0.3,0.2727272727272727,1.0,0.3628869103342175
36,search log,0.2,0.2,0.3333333333333333,0.1903291720738826,,,,,0.09999999999999998,0.09999999999999998,0.6666666666666667,0.20245117257297957,RAG -> Hibrido,0.3,0.3,1.0,0.3927803446468622
37,search log,0.4,0.2666666666666666,1.0,0.5135299778454189,,,,,0.0,0.0,0.0,0.03575495990222166,RAG -> Hibrido,0.4,0.2666666666666666,1.0,0.5492849377476405
38,search log,0.1,0.0666666666666666,0.1666666666666666,0.1044285097114402,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.1,0.0666666666666666,0.1666666666666666,0.1044285097114402
39,search log,0.2,0.1538461538461538,1.0,0.387729263062234,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.2,0.1538461538461538,1.0,0.387729263062234
40,search log,0.1,0.0833333333333333,0.125,0.1095668669408403,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.1,0.0833333333333333,0.125,0.1095668669408403
41,search log,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
42,search log,0.0,0.0,0.0,0.0,,,,,0.1,0.0666666666666666,0.1111111111111111,0.0951147515742477,RAG -> Hibrido,0.1,0.0666666666666666,0.1111111111111111,0.0951147515742477
43,search log,0.8,0.5333333333333333,1.0,0.7941486871061263,,,,,0.0,0.0,0.0,0.0069830517475441,RAG -> Hibrido,0.8,0.5333333333333333,1.0,0.8011317388536704
44,search log,0.2,0.2,0.5,0.1747075476164752,,,,,0.0,0.0,-0.33333333333333337,-0.07121780932257589,RAG -> Hibrido,0.2,0.2,0.1666666666666666,0.1034897382938993
45,search log,0.2,0.1428571428571428,1.0,0.3589542101716347,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.2,0.1428571428571428,1.0,0.3589542101716347
46,search log,0.2,0.1428571428571428,0.3333333333333333,0.2025527526628187,,,,,0.0,0.0,0.16666666666666669,0.02290439530886612,RAG -> Hibrido,0.2,0.1428571428571428,0.5,0.2254571479716848
47,search log,0.3,0.2727272727272727,0.5,0.4327728113994954,,,,,0.0,0.0,0.0,0.006268234603857559,RAG -> Hibrido,0.3,0.2727272727272727,0.5,0.439041046003353
48,search log,0.5,0.4166666666666667,1.0,0.6538118379824718,,,,,0.0,0.0,0.0,-0.010009125857196821,RAG -> Hibrido,0.5,0.4166666666666667,1.0,0.643802712125275
49,search log,0.1,0.0666666666666666,1.0,0.1064483705933263,,,,,0.0,0.0,-0.5,-0.0392869263667958,RAG -> Hibrido,0.1,0.0666666666666666,0.5,0.0671614442265305
50,search log,0.3,0.2727272727272727,0.5,0.2942108957846409,,,,,0.10000000000000003,0.09090909090909088,-0.16666666666666669,0.05049448859024791,RAG -> Hibrido,0.4,0.3636363636363636,0.3333333333333333,0.3447053843748888
51,expression from LLM question,0.4,0.3636363636363636,0.2,0.2544117885215828,,,,,0.0,0.0,0.04999999999999999,-0.034188543136217,RAG -> Hibrido,0.4,0.3636363636363636,0.25,0.2202232453853658
52,expression from LLM question,0.2,0.1538461538461538,1.0,0.3148801306676309,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.2,0.1538461538461538,1.0,0.3148801306676309
53,expression from LLM question,0.4,0.3333333333333333,0.5,0.419192943120785,,,,,0.0,0.0,-0.25,-0.07747160145191445,RAG -> Hibrido,0.4,0.3333333333333333,0.25,0.3417213416688705
54,expression from LLM question,0.4,0.4,0.3333333333333333,0.2701961443956853,,,,,0.0,0.0,0.16666666666666669,0.020318448383892518,RAG -> Hibrido,0.4,0.4,0.5,0.2905145927795778
55,expression from LLM question,0.1,0.0909090909090909,1.0,0.1474688619215497,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.1,0.0909090909090909,1.0,0.1474688619215497
56,expression from LLM question,0.4,0.3636363636363636,1.0,0.6710832076847897,,,,,0.09999999999999998,0.09090909090909088,0.0,0.13565453411734085,RAG -> Hibrido,0.5,0.4545454545454545,1.0,0.8067377418021305
57,expression from LLM question,0.2,0.1538461538461538,1.0,0.6506868839141511,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.2,0.1538461538461538,1.0,0.6506868839141511
58,expression from LLM question,0.1,0.0833333333333333,0.5,0.0854362796818659,,,,,0.0,0.0,-0.3888888888888889,-0.044672814721474004,RAG -> Hibrido,0.1,0.0833333333333333,0.1111111111111111,0.0407634649603919
59,expression from LLM question,0.1,0.0833333333333333,0.3333333333333333,0.1502212096916958,,,,,0.1,0.0833333333333333,-0.08333333333333331,-0.007907391154662713,RAG -> Hibrido,0.2,0.1666666666666666,0.25,0.1423138185370331
60,expression from LLM question,0.0,0.0,0.0,0.0,,,,,0.1,0.0833333333333333,0.1111111111111111,0.0715653988915403,RAG -> Hibrido,0.1,0.0833333333333333,0.1111111111111111,0.0715653988915403
61,expression from LLM question,0.3,0.2307692307692307,1.0,0.4100917144568355,,,,,0.0,0.0,0.0,-0.07635852959045691,RAG -> Hibrido,0.3,0.2307692307692307,1.0,0.3337331848663786
62,expression from LLM question,0.3,0.25,1.0,0.1227348166072523,,,,,0.10000000000000003,0.08333333333333331,0.0,0.062443275708270296,RAG -> Hibrido,0.4,0.3333333333333333,1.0,0.1851780923155226
63,expression from LLM question,0.4,0.2666666666666666,1.0,0.4635652505377661,,,,,0.09999999999999998,0.06666666666666671,0.0,0.074093916621645,RAG -> Hibrido,0.5,0.3333333333333333,1.0,0.5376591671594111
64,expression from LLM question,0.4,0.3076923076923077,1.0,0.3923027595111151,,,,,0.0,0.0,0.0,-0.004620250905432999,RAG -> Hibrido,0.4,0.3076923076923077,1.0,0.3876825086056821
65,expression from LLM question,0.2,0.1428571428571428,1.0,0.3233285499960588,,,,,0.0,0.0,0.0,0.005546827480344074,RAG -> Hibrido,0.2,0.1428571428571428,1.0,0.3288753774764029
66,expression from LLM question,0.1,0.1,0.5,0.1441012051608411,,,,,0.0,0.0,-0.33333333333333337,-0.0627452623499974,RAG -> Hibrido,0.1,0.1,0.1666666666666666,0.0813559428108437
67,expression from LLM question,0.3,0.3,0.3333333333333333,0.2685529228900211,,,,,0.0,0.0,0.6666666666666667,0.1851896516511643,RAG -> Hibrido,0.3,0.3,1.0,0.4537425745411854
68,expression from LLM question,0.1,0.1666666666666666,1.0,0.7523106976437837,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.1,0.1666666666666666,1.0,0.7523106976437837
69,expression from LLM question,0.5,0.4166666666666667,1.0,0.7088755837577004,,,,,0.0,0.0,0.0,-0.007310432634727193,RAG -> Hibrido,0.5,0.4166666666666667,1.0,0.7015651511229732
70,expression from LLM question,0.1,0.0769230769230769,0.3333333333333333,0.1141975032443295,,,,,0.0,0.0,-0.1333333333333333,-0.025842253825840406,RAG -> Hibrido,0.1,0.0769230769230769,0.2,0.0883552494184891
71,expression from LLM question,0.3,0.2,1.0,0.3734334176802006,,,,,0.0,0.0,0.0,-0.008710031677957586,RAG -> Hibrido,0.3,0.2,1.0,0.364723386002243
72,expression from LLM question,0.8,0.6666666666666666,1.0,0.8928408478617864,,,,,-0.10000000000000009,-0.08333333333333326,0.0,-0.07824454347145327,RAG -> Hibrido,0.7,0.5833333333333334,1.0,0.8145963043903331
73,expression from LLM question,0.3,0.2307692307692307,1.0,0.3919772225308076,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.3,0.2307692307692307,1.0,0.3919772225308076
74,expression from LLM question,0.4,0.4,0.5,0.3925406987695483,,,,,0.09999999999999998,0.09999999999999998,0.5,0.2262318539872739,RAG -> Hibrido,0.5,0.5,1.0,0.6187725527568222
75,expression from LLM question,0.3,0.25,1.0,0.5277840059680377,,,,,0.10000000000000003,0.08333333333333331,-0.6666666666666667,-0.19509307535320936,RAG -> Hibrido,0.4,0.3333333333333333,0.3333333333333333,0.3326909306148283
76,expression from LLM question,0.3,0.25,0.5,0.3145161830169477,,,,,0.0,0.0,0.0,0.032137774806712094,RAG -> Hibrido,0.3,0.25,0.5,0.3466539578236598
77,expression from LLM question,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
78,expression from LLM question,0.6,0.4615384615384615,1.0,0.7715851031210844,,,,,0.09999999999999998,0.07692307692307693,0.0,0.022444729520343043,RAG -> Hibrido,0.7,0.5384615384615384,1.0,0.7940298326414275
79,expression from LLM question,0.4,0.3076923076923077,1.0,0.6666268085958206,,,,,-0.10000000000000003,-0.07692307692307701,0.0,0.03445719928944191,RAG -> Hibrido,0.3,0.2307692307692307,1.0,0.7010840078852625
80,expression from LLM question,0.4,0.2857142857142857,0.5,0.5095357070022043,,,,,0.0,0.0,0.5,0.06214692235822605,RAG -> Hibrido,0.4,0.2857142857142857,1.0,0.5716826293604303
81,expression from LLM question,0.2,0.1428571428571428,1.0,0.618556652887613,,,,,0.09999999999999998,0.0714285714285714,0.0,0.10443396666264526,RAG -> Hibrido,0.3,0.2142857142857142,1.0,0.7229906195502582
82,expression from LLM question,0.2,0.2222222222222222,1.0,0.5925454220768419,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.2,0.2222222222222222,1.0,0.5925454220768419
83,expression from LLM question,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
84,expression from LLM question,0.2,0.1666666666666666,1.0,0.2267810298462732,,,,,0.09999999999999998,0.0833333333333334,0.0,0.13047204555079447,RAG -> Hibrido,0.3,0.25,1.0,0.3572530753970677
85,expression from LLM question,0.2,0.1538461538461538,0.25,0.1835873864490863,,,,,-0.1,-0.0769230769230769,-0.0833333333333334,-0.06802289763766589,RAG -> Hibrido,0.1,0.0769230769230769,0.1666666666666666,0.1155644888114204
86,expression from LLM question,0.1,0.0769230769230769,0.5,0.0704966689099629,,,,,0.0,0.0,-0.4,-0.03819813291749279,RAG -> Hibrido,0.1,0.0769230769230769,0.1,0.0322985359924701
87,expression from LLM question,0.1,0.0833333333333333,0.1428571428571428,0.1230388707606713,,,,,0.0,0.0,0.1071428571428572,0.0359310013446576,RAG -> Hibrido,0.1,0.0833333333333333,0.25,0.1589698721053289
88,expression from LLM question,0.2,0.1538461538461538,0.5,0.2467383411848701,,,,,0.0,0.0,0.5,0.11483361849064361,RAG -> Hibrido,0.2,0.1538461538461538,1.0,0.3615719596755137
89,expression from LLM question,0.4,0.3333333333333333,0.2,0.2271904044507925,,,,,0.0,0.0,0.3,0.10525017033471631,RAG -> Hibrido,0.4,0.3333333333333333,0.5,0.3324405747855088
90,expression from LLM question,0.3,0.2,1.0,0.6289020340444773,,,,,0.0,0.0,0.0,0.021147419557433822,RAG -> Hibrido,0.3,0.2,1.0,0.6500494536019111
91,expression from LLM question,0.3,0.25,0.2,0.098225939091777,,,,,0.0,0.0,0.1333333333333333,0.026734648036365993,RAG -> Hibrido,0.3,0.25,0.3333333333333333,0.124960587128143
92,expression from LLM question,0.2,0.1818181818181818,1.0,0.7447586667708298,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.2,0.1818181818181818,1.0,0.7447586667708298
93,expression from LLM question,0.3,0.25,1.0,0.5812500768186984,,,,,0.10000000000000003,0.08333333333333331,0.0,0.11737961833602295,RAG -> Hibrido,0.4,0.3333333333333333,1.0,0.6986296951547214
94,expression from LLM question,0.2,0.1428571428571428,0.5,0.1894092228792138,,,,,0.0,0.0,0.0,-0.02273907551765611,RAG -> Hibrido,0.2,0.1428571428571428,0.5,0.1666701473615577
95,expression from LLM question,0.8,0.7272727272727273,1.0,0.8108722789606666,,,,,0.0,0.0,0.0,0.014928806340963607,RAG -> Hibrido,0.8,0.7272727272727273,1.0,0.8258010853016302
96,expression from LLM question,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
97,expression from LLM question,0.1,0.0833333333333333,1.0,0.5466435799252907,,,,,0.0,0.0,-0.5,-0.20174988075160777,RAG -> Hibrido,0.1,0.0833333333333333,0.5,0.3448936991736829
98,expression from LLM question,0.2,0.1538461538461538,1.0,0.1603442772961805,,,,,0.09999999999999998,0.0769230769230769,0.0,0.04860456648024511,RAG -> Hibrido,0.3,0.2307692307692307,1.0,0.2089488437764256
99,expression from LLM question,0.2,0.1666666666666666,1.0,0.6067292040617378,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.2,0.1666666666666666,1.0,0.6067292040617378
100,expression from LLM question,0.3,0.2727272727272727,1.0,0.2962880070651351,,,,,0.10000000000000003,0.09090909090909088,0.0,0.09378145667975601,RAG -> Hibrido,0.4,0.3636363636363636,1.0,0.3900694637448911
101,LLM,0.2,0.2,0.3333333333333333,0.266133198971515,,,,,0.0,0.0,0.16666666666666669,0.023154014905889198,RAG -> Hibrido,0.2,0.2,0.5,0.2892872138774042
102,LLM,0.1,0.0833333333333333,1.0,0.2483795313844281,,,,,0.0,0.0,-0.5,-0.09166949485585679,RAG -> Hibrido,0.1,0.0833333333333333,0.5,0.1567100365285713
103,LLM,0.6,0.6,1.0,0.652088188635919,,,,,0.0,0.0,0.0,0.053817213404412145,RAG -> Hibrido,0.6,0.6,1.0,0.7059054020403311
104,LLM,0.2,0.1818181818181818,0.3333333333333333,0.2048342475185908,,,,,0.0,0.0,0.16666666666666669,0.028816560724514495,RAG -> Hibrido,0.2,0.1818181818181818,0.5,0.2336508082431053
105,LLM,0.1,0.0909090909090909,0.2,0.0155697824762085,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.1,0.0909090909090909,0.2,0.0155697824762085
106,LLM,0.4,0.3076923076923077,1.0,0.8000668691000848,,,,,0.09999999999999998,0.07692307692307687,0.0,0.020017677725657212,RAG -> Hibrido,0.5,0.3846153846153846,1.0,0.8200845468257421
107,LLM,0.2,0.25,1.0,0.6022113840866581,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.2,0.25,1.0,0.6022113840866581
108,LLM,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.0,0.0,0.0,0.0
109,LLM,0.1,0.0714285714285714,0.5,0.1644922274565801,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.1,0.0714285714285714,0.5,0.1644922274565801
110,LLM,0.5,0.4166666666666667,0.25,0.3865456313624234,,,,,0.0,0.0,0.75,0.15371319906763875,RAG -> Hibrido,0.5,0.4166666666666667,1.0,0.5402588304300622
111,LLM,0.2,0.1818181818181818,1.0,0.5437038518731633,,,,,0.0,0.0,-0.5,-0.18903452346323468,RAG -> Hibrido,0.2,0.1818181818181818,0.5,0.3546693284099286
112,LLM,0.4,0.4,0.3333333333333333,0.2897790913790279,,,,,0.0,0.0,-0.08333333333333331,-0.03780143036220923,RAG -> Hibrido,0.4,0.4,0.25,0.2519776610168187
113,LLM,0.5,0.3571428571428571,0.5,0.4296604994237933,,,,,0.0,0.0,0.0,0.01726734562226717,RAG -> Hibrido,0.5,0.3571428571428571,0.5,0.4469278450460605
114,LLM,0.4,0.3076923076923077,1.0,0.4642321465341434,,,,,0.0,0.0,0.0,0.028219128164514273,RAG -> Hibrido,0.4,0.3076923076923077,1.0,0.4924512746986577
115,LLM,0.3,0.2,1.0,0.4858487293317403,,,,,0.0,0.0,0.0,0.058331616492028115,RAG -> Hibrido,0.3,0.2,1.0,0.5441803458237684
116,LLM,0.4,0.3636363636363636,1.0,0.4498873763727655,,,,,0.09999999999999998,0.09090909090909088,-0.5,0.026183125469077084,RAG -> Hibrido,0.5,0.4545454545454545,0.5,0.4760705018418426
117,LLM,0.3,0.2727272727272727,0.25,0.2123625795703058,,,,,0.0,0.0,0.25,0.079044787970934,RAG -> Hibrido,0.3,0.2727272727272727,0.5,0.2914073675412398
118,LLM,0.3,0.3,1.0,0.6404910363416297,,,,,0.2,0.2,0.0,0.125590659989267,RAG -> Hibrido,0.5,0.5,1.0,0.7660816963308967
119,LLM,0.5,0.4166666666666667,1.0,0.6867708551176969,,,,,0.0,0.0,0.0,-0.05114174502553692,RAG -> Hibrido,0.5,0.4166666666666667,1.0,0.6356291100921599
120,LLM,0.2,0.1666666666666666,1.0,0.3167502559071482,,,,,0.0,0.0,-0.5,-0.07428467547062112,RAG -> Hibrido,0.2,0.1666666666666666,0.5,0.2424655804365271
121,LLM,0.3,0.2307692307692307,1.0,0.3936751535738512,,,,,0.0,0.0,0.0,0.06937067830778992,RAG -> Hibrido,0.3,0.2307692307692307,1.0,0.4630458318816411
122,LLM,0.5,0.4545454545454545,1.0,0.6489315753318466,,,,,0.0,0.0,0.0,0.0,RAG -> Hibrido,0.5,0.4545454545454545,1.0,0.6489315753318466
123,LLM,0.2,0.1538461538461538,1.0,0.3312106810887373,,,,,0.2,0.1538461538461539,-0.6666666666666667,0.012655196571191907,RAG -> Hibrido,0.4,0.3076923076923077,0.3333333333333333,0.3438658776599292
124,LLM,0.2,0.1818181818181818,0.3333333333333333,0.1268490566970713,,,,,0.0,0.0,0.0,-0.007655041201776708,RAG -> Hibrido,0.2,0.1818181818181818,0.3333333333333333,0.1191940154952946
