query_id,source,p_at_10_RAG,r_at_10_RAG,mrr_at_10_RAG,ndcg_at_10_RAG,p_at_10_GraphRAG,r_at_10_GraphRAG,mrr_at_10_GraphRAG,ndcg_at_10_GraphRAG,delta_p_at_10,delta_r_at_10,delta_mrr_at_10,delta_ndcg_at_10,comparacao,p_at_10_Hibrido,r_at_10_Hibrido,mrr_at_10_Hibrido,ndcg_at_10_Hibrido
12,search log,0.1,0.0714285714285714,0.125,0.0749970769313026,0.1,0.0714285714285714,0.1428571428571428,0.0792450363998762,0.0,0.0,0.017857142857142794,0.004247959468573606,RAG -> GraphRAG,,,,
13,search log,0.1,0.0714285714285714,1.0,0.2200917662980801,0.1,0.0714285714285714,0.3333333333333333,0.11004588314904,0.0,0.0,-0.6666666666666667,-0.11004588314904011,RAG -> GraphRAG,,,,
14,search log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAG -> GraphRAG,,,,
15,search log,0.1,0.0833333333333333,0.125,0.0924841725303157,0.2,0.1666666666666666,0.2,0.149731903846908,0.1,0.0833333333333333,0.07500000000000001,0.05724773131659229,RAG -> GraphRAG,,,,
16,search log,0.2,0.1666666666666666,0.25,0.1496662670577146,0.2,0.1666666666666666,0.5,0.2135906992046649,0.0,0.0,0.25,0.06392443214695029,RAG -> GraphRAG,,,,
17,search log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAG -> GraphRAG,,,,
18,search log,0.2,0.1538461538461538,0.5,0.3112288831828396,0.1,0.0769230769230769,1.0,0.2931678907415521,-0.1,-0.0769230769230769,0.5,-0.018060992441287504,RAG -> GraphRAG,,,,
19,search log,0.1,0.0833333333333333,0.5,0.1388624438735545,0.2,0.1666666666666666,0.3333333333333333,0.1884441521277154,0.1,0.0833333333333333,-0.16666666666666669,0.04958170825416089,RAG -> GraphRAG,,,,
20,search log,0.3,0.2307692307692307,1.0,0.6810996824258109,0.3,0.2307692307692307,1.0,0.6534834840914021,0.0,0.0,0.0,-0.02761619833440876,RAG -> GraphRAG,,,,
21,search log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAG -> GraphRAG,,,,
22,search log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAG -> GraphRAG,,,,
23,search log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAG -> GraphRAG,,,,
24,search log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAG -> GraphRAG,,,,
25,search log,0.0,0.0,0.0,0.0,0.1,0.0714285714285714,0.1428571428571428,0.07336392209936,0.1,0.0714285714285714,0.1428571428571428,0.07336392209936,RAG -> GraphRAG,,,,
26,search log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAG -> GraphRAG,,,,
