metrica,media_rag,media_graphrag,delta_medio,ganho_relativo_pct,graphrag_ganhou,rag_ganhou,empates,ic95_inferior,ic95_superior,p_valor_permutacao
p_at_10,0.23866666666666664,0.2740000000000001,0.035333333333333335,14.804469273743019,52,13,85,0.021333333333333336,0.04933333333333333,9.999000099990002e-05
r_at_10,0.20401258001258,0.23520237170237165,0.031189791689791687,15.28817080195174,52,13,85,0.01926673419173419,0.04338627483627483,9.999000099990002e-05
mrr_at_10,0.5869497354497355,0.5656772486772487,-0.021272486772486773,-3.6242433529997697,40,41,69,-0.07298994708994709,0.03168048941798941,0.4253574642535746
ndcg_at_10,0.31845958850498696,0.3319306022011827,0.013471013696195723,4.230054356169832,74,54,22,-0.006490091807429621,0.03304869738385469,0.1840815918408159
